filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
2019-04-10-4ef7b5c8-b4a9-407f-b8bf-98de3355b7c1.jpg,99838,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[148,139,141,149],""all_points_y"":[348,346,335,337]}","{""class"":""M"",""view"":undefined,""with_content"":undefined}"
2019-04-10-4ef7b5c8-b4a9-407f-b8bf-98de3355b7c1.jpg,99838,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[124,122,130,131,130],""all_points_y"":[344,354,355,349,344]}","{""class"":""6"",""view"":undefined,""with_content"":undefined}"
2019-04-10-4ef7b5c8-b4a9-407f-b8bf-98de3355b7c1.jpg,99838,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[131,137,140,132],""all_points_y"":[355,357,347,345]}","{""class"":""3"",""view"":undefined,""with_content"":undefined}"
2019-04-10-4ef7b5c8-b4a9-407f-b8bf-98de3355b7c1.jpg,99838,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[139,146,148,140],""all_points_y"":[357,358,347,346]}","{""class"":""4"",""view"":undefined,""with_content"":undefined}"
2019-04-10-4ef7b5c8-b4a9-407f-b8bf-98de3355b7c1.jpg,99838,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[147,153,155,149],""all_points_y"":[358,359,348,347]}","{""class"":""4"",""view"":undefined,""with_content"":undefined}"
2019-04-10-4ef7b5c8-b4a9-407f-b8bf-98de3355b7c1.jpg,99838,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[123,120,156,160],""all_points_y"":[332,354,361,337]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""Yes""}"
2019-04-10-4f63abfb-ac08-42f4-be0d-5063f9b0899f.jpg,52920,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[328,328,350,350],""all_points_y"":[284,296,290,277]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-05a56759-1241-4caa-bc27-86ba9c8e1282.jpg,39333,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[190,190,201,203],""all_points_y"":[318,330,329,317]}","{""class"":""N"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05a56759-1241-4caa-bc27-86ba9c8e1282.jpg,39333,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[215,202,202,214],""all_points_y"":[328,329,317,317]}","{""class"":""N"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05a56759-1241-4caa-bc27-86ba9c8e1282.jpg,39333,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[178,189,189,178],""all_points_y"":[343,343,328,329]}","{""class"":""2"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05a56759-1241-4caa-bc27-86ba9c8e1282.jpg,39333,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[191,202,201,190],""all_points_y"":[343,343,329,330]}","{""class"":""2"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05a56759-1241-4caa-bc27-86ba9c8e1282.jpg,39333,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[204,211,214,202],""all_points_y"":[342,342,329,329]}","{""class"":""7"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05a56759-1241-4caa-bc27-86ba9c8e1282.jpg,39333,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[215,225,225,213],""all_points_y"":[342,342,327,328]}","{""class"":""2"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05a56759-1241-4caa-bc27-86ba9c8e1282.jpg,39333,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[173,171,232,234],""all_points_y"":[319,345,342,316]}","{""class"":""plate"",""view"":""topview"",""with_content"":""Yes""}"
2019-04-10-05dd35a1-841c-4e5b-a3c7-5b03179eae70.jpg,27978,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[108,109,133,130],""all_points_y"":[193,205,201,187]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-05eb5204-e048-46e5-aaf5-b1f24dad791f.jpg,14331,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[48,50,54,53],""all_points_y"":[140,147,147,139]}","{""class"":""V"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05eb5204-e048-46e5-aaf5-b1f24dad791f.jpg,14331,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[60,53,55,61],""all_points_y"":[147,146,138,139]}","{""class"":""P"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05eb5204-e048-46e5-aaf5-b1f24dad791f.jpg,14331,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[70,64,66,70],""all_points_y"":[147,147,139,140]}","{""class"":""4"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05eb5204-e048-46e5-aaf5-b1f24dad791f.jpg,14331,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[76,70,72,76],""all_points_y"":[146,147,139,139]}","{""class"":""7"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05eb5204-e048-46e5-aaf5-b1f24dad791f.jpg,14331,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[83,77,77,83],""all_points_y"":[148,148,139,140]}","{""class"":""5"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05eb5204-e048-46e5-aaf5-b1f24dad791f.jpg,14331,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[89,83,84,89],""all_points_y"":[148,148,140,140]}","{""class"":""6"",""view"":undefined,""with_content"":undefined}"
2019-04-10-05eb5204-e048-46e5-aaf5-b1f24dad791f.jpg,14331,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[47,46,91,91],""all_points_y"":[138,148,149,140]}","{""class"":""plate"",""view"":""topview"",""with_content"":""Yes""}"
2019-04-10-5c1a7300-0e1d-4cc7-a63d-7c88e5119e8b.jpg,19996,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[211,212,239,240],""all_points_y"":[126,136,131,121]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-5c1d64b8-9e67-428f-8e77-2b8a08e2a6ec.jpg,27964,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[115,116,146,146],""all_points_y"":[211,226,227,210]}","{""class"":""plate"",""view"":""topview"",""with_content"":""No""}"
2019-04-10-5c9e74cf-9462-48f7-b764-a63ba273e314.jpg,96860,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[327,327,330,343,345],""all_points_y"":[443,445,460,457,440]}","{""class"":""F"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5c9e74cf-9462-48f7-b764-a63ba273e314.jpg,96860,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[346,362,358,345],""all_points_y"":[458,455,437,440]}","{""class"":""X"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5c9e74cf-9462-48f7-b764-a63ba273e314.jpg,96860,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[314,317,332,329],""all_points_y"":[463,480,478,458]}","{""class"":""8"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5c9e74cf-9462-48f7-b764-a63ba273e314.jpg,96860,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[331,332,345,345],""all_points_y"":[461,477,476,457]}","{""class"":""0"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5c9e74cf-9462-48f7-b764-a63ba273e314.jpg,96860,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[347,347,362,362],""all_points_y"":[459,475,473,455]}","{""class"":""8"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5c9e74cf-9462-48f7-b764-a63ba273e314.jpg,96860,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[364,363,378,376],""all_points_y"":[454,473,471,453]}","{""class"":""8"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5c9e74cf-9462-48f7-b764-a63ba273e314.jpg,96860,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[307,311,384,380],""all_points_y"":[445,481,472,435]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""Yes""}"
2019-04-10-5d8af3af-a914-402f-a614-3177b67626d7.jpg,55127,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[327,328,329,334,334],""all_points_y"":[219,218,227,225,216]}","{""class"":""P"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5d8af3af-a914-402f-a614-3177b67626d7.jpg,55127,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[339,334,334,340],""all_points_y"":[222,224,215,215]}","{""class"":""P"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5d8af3af-a914-402f-a614-3177b67626d7.jpg,55127,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[324,325,329,329],""all_points_y"":[228,235,234,227]}","{""class"":""6"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5d8af3af-a914-402f-a614-3177b67626d7.jpg,55127,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[331,335,335,332,330],""all_points_y"":[233,232,224,224,227]}","{""class"":""9"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5d8af3af-a914-402f-a614-3177b67626d7.jpg,55127,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[337,342,340,335],""all_points_y"":[232,230,222,224]}","{""class"":""3"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5d8af3af-a914-402f-a614-3177b67626d7.jpg,55127,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[346,342,340,346],""all_points_y"":[228,230,223,221]}","{""class"":""0"",""view"":undefined,""with_content"":undefined}"
2019-04-10-5d8af3af-a914-402f-a614-3177b67626d7.jpg,55127,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[322,323,349,346],""all_points_y"":[221,237,228,213]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""Yes""}"
2019-04-10-5e9a43ff-7c0e-4c69-b30b-e7a8fd7fd91d.jpg,78663,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[41,40,62,63],""all_points_y"":[280,297,306,290]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-5fdf5e57-231f-4907-9750-7e9289aaa8f4.jpg,25910,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[88,87,106,108],""all_points_y"":[283,292,303,293]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-6ae8b915-a936-4735-8443-bc7177b11c97.jpg,72955,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[416,415,434,435],""all_points_y"":[236,253,243,226]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-6c12f031-845e-410f-ab54-bebb8d1d2aad.jpg,10574,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[61,60,91,90],""all_points_y"":[97,111,112,96]}","{""class"":""plate"",""view"":""topview"",""with_content"":""No""}"
2019-04-10-6e26393c-d09a-448a-8236-e923583c94e0.jpg,34588,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[125,125,125,136,137],""all_points_y"":[304,305,315,316,302]}","{""class"":""N"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6e26393c-d09a-448a-8236-e923583c94e0.jpg,34588,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[137,149,148,137],""all_points_y"":[314,314,301,302]}","{""class"":""H"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6e26393c-d09a-448a-8236-e923583c94e0.jpg,34588,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[115,116,121,120],""all_points_y"":[315,328,328,312]}","{""class"":""1"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6e26393c-d09a-448a-8236-e923583c94e0.jpg,34588,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[122,134,132,121],""all_points_y"":[328,328,314,315]}","{""class"":""3"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6e26393c-d09a-448a-8236-e923583c94e0.jpg,34588,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[135,146,144,134],""all_points_y"":[327,327,314,314]}","{""class"":""9"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6e26393c-d09a-448a-8236-e923583c94e0.jpg,34588,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[147,159,157,147],""all_points_y"":[327,327,314,314]}","{""class"":""9"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6e26393c-d09a-448a-8236-e923583c94e0.jpg,34588,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[111,112,163,161],""all_points_y"":[302,329,328,301]}","{""class"":""plate"",""view"":""topview"",""with_content"":""Yes""}"
2019-04-10-6eba451c-0036-43f9-8409-b707c76a7e48.jpg,85440,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[137,136,148,151],""all_points_y"":[416,430,431,415]}","{""class"":""N"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6eba451c-0036-43f9-8409-b707c76a7e48.jpg,85440,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[164,150,150,164],""all_points_y"":[432,431,415,415]}","{""class"":""M"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6eba451c-0036-43f9-8409-b707c76a7e48.jpg,85440,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[181,167,168,181],""all_points_y"":[432,432,414,416]}","{""class"":""3"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6eba451c-0036-43f9-8409-b707c76a7e48.jpg,85440,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[195,181,183,194],""all_points_y"":[432,432,415,415]}","{""class"":""2"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6eba451c-0036-43f9-8409-b707c76a7e48.jpg,85440,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[208,195,195,207],""all_points_y"":[431,431,416,416]}","{""class"":""0"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6eba451c-0036-43f9-8409-b707c76a7e48.jpg,85440,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[215,209,209,214],""all_points_y"":[430,431,416,416]}","{""class"":""1"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6eba451c-0036-43f9-8409-b707c76a7e48.jpg,85440,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[128,128,224,224,223,221],""all_points_y"":[412,433,435,434,413,412]}","{""class"":""plate"",""view"":""topview"",""with_content"":""Yes""}"
2019-04-10-6f3774fb-61d0-44dc-9fe4-5115e245eea2.jpg,65546,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[354,354,392,391],""all_points_y"":[283,292,282,273]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-6fb8973f-6cad-4ca8-b329-eb3b05cf9e67.jpg,37183,"{}",9,0,"{""name"":""polygon"",""all_points_x"":[102,103,110,111,111],""all_points_y"":[214,226,227,223,213]}","{""class"":""C"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6fb8973f-6cad-4ca8-b329-eb3b05cf9e67.jpg,37183,"{}",9,1,"{""name"":""polygon"",""all_points_x"":[112,122,122,111],""all_points_y"":[226,226,213,214]}","{""class"":""M"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6fb8973f-6cad-4ca8-b329-eb3b05cf9e67.jpg,37183,"{}",9,2,"{""name"":""polygon"",""all_points_x"":[132,122,122,131],""all_points_y"":[225,226,213,213]}","{""class"":""2"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6fb8973f-6cad-4ca8-b329-eb3b05cf9e67.jpg,37183,"{}",9,3,"{""name"":""polygon"",""all_points_x"":[140,131,132,141],""all_points_y"":[225,225,213,213]}","{""class"":""C"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6fb8973f-6cad-4ca8-b329-eb3b05cf9e67.jpg,37183,"{}",9,4,"{""name"":""polygon"",""all_points_x"":[152,141,141,152],""all_points_y"":[225,224,211,211]}","{""class"":""H"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6fb8973f-6cad-4ca8-b329-eb3b05cf9e67.jpg,37183,"{}",9,5,"{""name"":""polygon"",""all_points_x"":[163,152,153,162],""all_points_y"":[225,224,211,211]}","{""class"":""R"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6fb8973f-6cad-4ca8-b329-eb3b05cf9e67.jpg,37183,"{}",9,6,"{""name"":""polygon"",""all_points_x"":[167,162,162,167],""all_points_y"":[224,224,211,211]}","{""class"":""1"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6fb8973f-6cad-4ca8-b329-eb3b05cf9e67.jpg,37183,"{}",9,7,"{""name"":""polygon"",""all_points_x"":[176,167,168,177],""all_points_y"":[224,224,211,211]}","{""class"":""S"",""view"":undefined,""with_content"":undefined}"
2019-04-10-6fb8973f-6cad-4ca8-b329-eb3b05cf9e67.jpg,37183,"{}",9,8,"{""name"":""polygon"",""all_points_x"":[101,100,179,179],""all_points_y"":[211,229,226,210]}","{""class"":""plate"",""view"":""topview"",""with_content"":""Yes""}"
2019-04-10-6fc40ec3-5dd8-4824-b955-fbcd45ff948d.jpg,22568,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[124,126,146,146],""all_points_y"":[135,147,141,129]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-07b5115b-a818-4aab-a89f-44a74c62d9b6.jpg,18283,"{}",5,0,"{""name"":""polygon"",""all_points_x"":[71,71,76,78],""all_points_y"":[213,223,223,212]}","{""class"":""F"",""view"":undefined,""with_content"":undefined}"
2019-04-10-07b5115b-a818-4aab-a89f-44a74c62d9b6.jpg,18283,"{}",5,1,"{""name"":""polygon"",""all_points_x"":[79,78,87,87],""all_points_y"":[213,223,223,213]}","{""class"":""B"",""view"":undefined,""with_content"":undefined}"
2019-04-10-07b5115b-a818-4aab-a89f-44a74c62d9b6.jpg,18283,"{}",5,2,"{""name"":""polygon"",""all_points_x"":[98,92,92,99],""all_points_y"":[223,223,213,213]}","{""class"":""9"",""view"":undefined,""with_content"":undefined}"
2019-04-10-07b5115b-a818-4aab-a89f-44a74c62d9b6.jpg,18283,"{}",5,3,"{""name"":""polygon"",""all_points_x"":[107,99,100,108],""all_points_y"":[223,223,212,213]}","{""class"":""9"",""view"":undefined,""with_content"":undefined}"
2019-04-10-07b5115b-a818-4aab-a89f-44a74c62d9b6.jpg,18283,"{}",5,4,"{""name"":""polygon"",""all_points_x"":[61,60,60,118,119],""all_points_y"":[211,212,224,224,211]}","{""class"":""plate"",""view"":""topview"",""with_content"":""Yes""}"
2019-04-10-7a11b2ab-424e-4e12-86b6-82ee10121fa1.jpg,51412,"{}",6,0,"{""name"":""polygon"",""all_points_x"":[235,235,234,244,247],""all_points_y"":[262,263,273,273,261]}","{""class"":""G"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a11b2ab-424e-4e12-86b6-82ee10121fa1.jpg,51412,"{}",6,1,"{""name"":""polygon"",""all_points_x"":[248,258,259,247],""all_points_y"":[272,272,259,261]}","{""class"":""G"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a11b2ab-424e-4e12-86b6-82ee10121fa1.jpg,51412,"{}",6,2,"{""name"":""polygon"",""all_points_x"":[227,227,238,239],""all_points_y"":[275,286,286,273]}","{""class"":""8"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a11b2ab-424e-4e12-86b6-82ee10121fa1.jpg,51412,"{}",6,3,"{""name"":""polygon"",""all_points_x"":[242,241,251,252],""all_points_y"":[273,284,285,272]}","{""class"":""2"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a11b2ab-424e-4e12-86b6-82ee10121fa1.jpg,51412,"{}",6,4,"{""name"":""polygon"",""all_points_x"":[255,254,265,265],""all_points_y"":[273,285,284,271]}","{""class"":""2"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a11b2ab-424e-4e12-86b6-82ee10121fa1.jpg,51412,"{}",6,5,"{""name"":""polygon"",""all_points_x"":[221,221,271,273],""all_points_y"":[263,288,284,260]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""Yes""}"
2019-04-10-7a493263-1a08-4371-a647-ded5535402ee.jpg,25692,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[109,109,116,118,117],""all_points_y"":[170,183,183,176,169]}","{""class"":""J"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a493263-1a08-4371-a647-ded5535402ee.jpg,25692,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[118,127,127,118],""all_points_y"":[182,182,168,169]}","{""class"":""S"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a493263-1a08-4371-a647-ded5535402ee.jpg,25692,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[132,134,139,142],""all_points_y"":[169,180,181,169]}","{""class"":""7"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a493263-1a08-4371-a647-ded5535402ee.jpg,25692,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[144,142,142,149,151,151],""all_points_y"":[170,174,180,181,177,169]}","{""class"":""8"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a493263-1a08-4371-a647-ded5535402ee.jpg,25692,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[153,153,157,156],""all_points_y"":[169,181,181,167]}","{""class"":""1"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a493263-1a08-4371-a647-ded5535402ee.jpg,25692,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[158,159,166,167],""all_points_y"":[168,180,180,167]}","{""class"":""7"",""view"":undefined,""with_content"":undefined}"
2019-04-10-7a493263-1a08-4371-a647-ded5535402ee.jpg,25692,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[102,103,174,173],""all_points_y"":[169,184,181,166]}","{""class"":""P"",""view"":""topview"",""with_content"":""Yes""}"
2019-04-10-7a794624-772b-408c-a868-75c1f70dd8ff.jpg,33342,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[77,74,100,104],""all_points_y"":[207,224,238,220]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-7be134db-883c-4a38-ae3b-b4b296be1fb1.jpg,24113,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[211,212,234,234],""all_points_y"":[136,151,143,127]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-7da73f83-93ac-48ba-9b86-cadee40d060c.jpg,72474,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[447,447,483,484],""all_points_y"":[262,276,258,246]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-7da1377b-4039-4cf6-b6ac-de75a24c6783.jpg,47460,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[217,219,244,242],""all_points_y"":[246,261,256,241]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-8a229361-b011-40fa-8b0a-018b8cb6dd4e.jpg,65830,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[378,378,401,401],""all_points_y"":[258,277,267,248]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""No""}"
2019-04-10-8cad8e0a-d07f-4a3e-a412-3a6a74bcf3a7.jpg,37936,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[150,152,159,160],""all_points_y"":[289,302,301,288]}","{""class"":""U"",""view"":undefined,""with_content"":""Yes""}"
2019-04-10-8cad8e0a-d07f-4a3e-a412-3a6a74bcf3a7.jpg,37936,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[161,171,170,160],""all_points_y"":[301,301,288,288]}","{""class"":""H"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8cad8e0a-d07f-4a3e-a412-3a6a74bcf3a7.jpg,37936,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[140,140,150,150],""all_points_y"":[302,315,315,300]}","{""class"":""2"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8cad8e0a-d07f-4a3e-a412-3a6a74bcf3a7.jpg,37936,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[153,152,160,160,155],""all_points_y"":[304,314,314,301,302]}","{""class"":""4"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8cad8e0a-d07f-4a3e-a412-3a6a74bcf3a7.jpg,37936,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[162,162,168,170,170],""all_points_y"":[302,312,313,313,301]}","{""class"":""4"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8cad8e0a-d07f-4a3e-a412-3a6a74bcf3a7.jpg,37936,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[173,172,172,176,180,182,181],""all_points_y"":[301,303,312,314,314,308,300]}","{""class"":""8"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8cad8e0a-d07f-4a3e-a412-3a6a74bcf3a7.jpg,37936,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[134,136,185,185],""all_points_y"":[290,315,313,287]}","{""class"":""plate"",""view"":""topview"",""with_content"":""Yes""}"
2019-04-10-8e425c2f-741b-4601-8509-24059b5fee1f.jpg,14502,"{}",1,0,"{""name"":""polygon"",""all_points_x"":[80,80,108,109],""all_points_y"":[134,149,152,136]}","{""class"":""plate"",""view"":""topview"",""with_content"":""No""}"
2019-04-10-8f0c41de-9284-4dc4-a727-4d4d9e740add.jpg,18883,"{}",7,0,"{""name"":""polygon"",""all_points_x"":[101,102,108,109],""all_points_y"":[137,147,147,136]}","{""class"":""S"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8f0c41de-9284-4dc4-a727-4d4d9e740add.jpg,18883,"{}",7,1,"{""name"":""polygon"",""all_points_x"":[109,117,117,110],""all_points_y"":[146,146,136,136]}","{""class"":""P"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8f0c41de-9284-4dc4-a727-4d4d9e740add.jpg,18883,"{}",7,2,"{""name"":""polygon"",""all_points_x"":[93,94,100,101],""all_points_y"":[146,155,156,145]}","{""class"":""6"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8f0c41de-9284-4dc4-a727-4d4d9e740add.jpg,18883,"{}",7,3,"{""name"":""polygon"",""all_points_x"":[108,101,101,109],""all_points_y"":[155,154,145,147]}","{""class"":""8"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8f0c41de-9284-4dc4-a727-4d4d9e740add.jpg,18883,"{}",7,4,"{""name"":""polygon"",""all_points_x"":[116,109,109,116],""all_points_y"":[155,155,146,146]}","{""class"":""2"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8f0c41de-9284-4dc4-a727-4d4d9e740add.jpg,18883,"{}",7,5,"{""name"":""polygon"",""all_points_x"":[124,117,117,125],""all_points_y"":[156,155,146,146]}","{""class"":""9"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8f0c41de-9284-4dc4-a727-4d4d9e740add.jpg,18883,"{}",7,6,"{""name"":""polygon"",""all_points_x"":[90,90,129,129],""all_points_y"":[137,155,156,137]}","{""class"":""plate"",""view"":""topview"",""with_content"":""Yes""}"
2019-04-10-8faf17b8-3fe9-4ccc-bed8-8332bdbca286.jpg,29114,"{}",4,0,"{""name"":""polygon"",""all_points_x"":[32,23,24,32],""all_points_y"":[122,120,109,111]}","{""class"":""9"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8faf17b8-3fe9-4ccc-bed8-8332bdbca286.jpg,29114,"{}",4,1,"{""name"":""polygon"",""all_points_x"":[39,33,31,38,41],""all_points_y"":[112,111,122,124,113]}","{""class"":""9"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8faf17b8-3fe9-4ccc-bed8-8332bdbca286.jpg,29114,"{}",4,2,"{""name"":""polygon"",""all_points_x"":[42,39,41,44],""all_points_y"":[123,123,112,113]}","{""class"":""1"",""view"":undefined,""with_content"":undefined}"
2019-04-10-8faf17b8-3fe9-4ccc-bed8-8332bdbca286.jpg,29114,"{}",4,3,"{""name"":""polygon"",""all_points_x"":[51,17,16,53],""all_points_y"":[127,122,106,114]}","{""class"":""plate"",""view"":""slantview"",""with_content"":""Yes""}"
